发文日期|来源|索引号|分类|名称|文号|内容|爬取时间
2022-09-21|上海局|bm56000001/2022-00016193|行政监管措施|关于对申银万国期货有限公司采取责令改正监管措施的决定|沪证监决〔2022〕157号|申银万国期货有限公司：经查，你公司（统一社会信用代码：91310000621608721G）存在以下问题：你公司在部分资产管理计划运作过程中未按照审慎经营原则有效防范和控制风险，违反了《证券期货经营机构私募资产管理业务管理办法》（证监会令第151号）第三条第二款的规定。根据《证券期货经营机构私募资产管理业务管理办法》（证监会令第151号）第七十八条的规定，我局决定对你公司采取责令改正的监管措施，责令你公司在收到监管措施决定书之日起三个月内完成整改，并向我局提交整改情况报告，我局将在日常监管中持续关注并视情况进行检查。如果对本监督管理措施不服的，可以在收到本决定书之日起60日内向中国证券监督管理委员会提出行政复议申请，也可以在收到本决定书之日起6个月内向有管辖权的人民法院提起诉讼。复议与诉讼期间，上述监督管理措施不停止执行。中国证券监督管理委员会上海监管局2022年9月21日|2024-12-02 09:14:33
2022-09-21|上海局|bm56000001/2022-00016192|行政监管措施|关于对上海东亚期货有限公司采取责令改正监管措施的决定|沪证监决〔2022〕156号|上海东亚期货有限公司：经查，你公司（统一社会信用代码：91310000132110324K）存在以下问题：你公司在部分资产管理计划运作过程中未按照审慎经营原则有效防范和控制风险，违反了《证券期货经营机构私募资产管理业务管理办法》（证监会令第151号）第三条第二款的规定。根据《证券期货经营机构私募资产管理业务管理办法》（证监会令第151号）第七十八条的规定，我局决定对你公司采取责令改正的监管措施，责令你公司在收到监管措施决定书之日起三个月内完成整改，并向我局提交整改情况报告，我局将在日常监管中持续关注并视情况进行检查。如果对本监督管理措施不服的，可以在收到本决定书之日起60日内向中国证券监督管理委员会提出行政复议申请，也可以在收到本决定书之日起6个月内向有管辖权的人民法院提起诉讼。复议与诉讼期间，上述监督管理措施不停止执行。中国证券监督管理委员会上海监管局2022年9月21日|2024-12-02 09:14:33
