发文日期|来源|索引号|分类|名称|文号|内容|爬取时间
2020-01-21|上海局|bm56000001/2021-00200970|行政监管措施|关于对北京天相财富管理顾问有限公司上海分公司采取责令改正并暂停新增客户措施的决定|沪证监决〔2020〕11号|北京天相财富管理顾问有限公司上海分公司： 经查，你公司在开展证券投资顾问业务过程中，存在以下违规行为： 一、对证券投资顾问人员执业行为管理不规范，个别投资顾问尚未取得注册变更后的证券投资咨询执业资格证即向客户提供投资顾问服务; 二、证券投资顾问信息公示不准确，且通过微信向投资者发送的部分投资顾问建议未标注证券投资顾问姓名和执业证书编号； 三、未向客户说明投资建议所依据证券研究报告的发布人、发布日期； 四、营销过程中对过往业绩和服务能力进行虚假、不实、误导性的营销宣传，工作人员冒充投资者或其他公司员工并诱导其他投资者购买服务，承诺保证收益； 五、留痕管理有效性不足。 上述行为违反了《证券投资顾问业务暂行规定》（证监会公告〔2010〕27号，以下简称《暂行规定》）第七条、第八条、第十二条第一款第二项、第十二条第二款、第十八条、第二十四条、第二十八条第一款的规定。根据《暂行规定》第三十三条的规定，现责令你公司在收到本决定之日起暂停新增客户六个月。 你公司应在收到本决定之日起，立即开展全面整改工作，严格落实《暂行规定》的相关规定，切实提高合规管理水平。在暂停新增客户期间，你公司应当每个月向我局提交整改报告。 如果对本监督管理措施不服，可以在收到本决定书之日起60日内向中国证券监督管理委员会提出行政复议申请，也可以在收到本决定书之日起6个月内向有管辖权的人民法院提起诉讼。复议与诉讼期间，上述监管措施不停止执行。 中国证券监督管理委员会上海监管局 2020年1月11日|2024-12-02 09:14:34
