发文日期|来源|索引号|分类|名称|文号|内容|爬取时间
2022-04-15|重庆局|bm56000001/2022-00004195|行政监管措施|关于对中国农业银行股份有限公司重庆市分行采取出具警示函措施的决定||中国农业银行股份有限公司重庆市分行：经查，我局发现你行在进行基金销售业务合格投资者认定时，仅要求申请人自行承诺符合合格投资者认定标准，未核验投资者资产证明、收入证明或者纳税凭证等材料。上述行为违反了《公开募集证券投资基金销售机构监督管理办法》（以下简称《销售管理办法》）第四十六条的规定。根据《销售管理办法》第五十三条的规定，我局决定对你行采取出具警示函的行政监管措施。你行应认真学习并严格遵守基金销售监管法律法规，切实承担起适当性管理责任，杜绝此类问题再次发生。如果对本监督管理措施不服，可以在收到本决定书之日起60日内向中国证券监督管理委员会提出行政复议申请，也可以在收到本决定书之日起6个月内向有管辖权的人民法院提起诉讼。复议与诉讼期间，上述监督管理措施不停止执行。重庆证监局2022年4月13日|2024-12-02 09:14:33
2022-04-15|重庆局|bm56000001/2022-00004194|行政监管措施|关于对中国邮政储蓄银行股份有限公司重庆分行采取出具警示函措施的决定||中国邮政储蓄银行股份有限公司重庆分行：经查，我局发现你行存在个别未取得基金从业资格的人员向客户宣传推介基金产品的情况。上述行为违反了《公开募集证券投资基金销售机构监督管理办法》（以下简称《销售管理办法》）第三十条第二款的规定。根据《销售管理办法》第五十三条的规定，我局决定对你行采取出具警示函的行政监管措施。你行应认真学习并严格遵守基金销售监管法律法规，切实加强基金从业人员资质管理，杜绝此类问题再次发生。如果对本监督管理措施不服，可以在收到本决定书之日起60日内向中国证券监督管理委员会提出行政复议申请，也可以在收到本决定书之日起6个月内向有管辖权的人民法院提起诉讼。复议与诉讼期间，上述监督管理措施不停止执行。重庆证监局2022年4月13日|2024-12-02 09:14:33
